User-ID,ISBN,Book-Rating
123392443,9787229185084,50
151847209,9787229185084,50
53748765,9787229185084,50
3155342,9787229185084,50
224725912,9787229185084,40
227355883,9787229185084,50
190201638,9787229185084,50
53519362,9787229185084,40
30781121,9787559852533,50
3883362,9787559852533,50
221007840,9787559852533,20
50518121,9787559852533,30
184426111,9787559852533,50
2096579,9787559852533,50
163341928,9787559852533,20
2066733,9787559852533,50
153623936,9787559852533,20
4101935,9787559852533,50
41023612,9787559852533,40
3270401,9787559852533,50
50395708,9787559852533,40
41109304,9787559852533,50
2437683,9787559852533,10
52641475,9787559852533,40
4419062,9787559852533,50
47486983,9787559852533,50
1111486,9787559852533,40
95870531,9787559852533,40
123911036,9787559852533,50
2530931,9787559852533,50
61471067,9787559852533,40
64976438,9787559852533,40
169870288,9787559852533,40
142793890,9787559852533,50
169573492,9787559852533,40
4033427,9787559852533,40
178862961,9787559852533,20
159718966,9787559852533,50
36539878,9787559852533,30
247465253,9787559852533,50
1999479,9787559852533,50
63406248,9787559852533,40
30556862,9787559852533,50
48916409,9787559852533,40
177812756,9787559852533,10
51687516,9787559852533,40
61707252,9787559852533,50
2378059,9787559852533,30
181061924,9787559852533,30
65937807,9787559852533,40
48182815,9787559852533,40
2469799,9787572616099,40
51330374,9787572616099,40
81020094,9787572616099,40
27379135,9787572616099,40
159830406,9787572616099,40
144315914,9787572616099,40
147524060,9787572616099,30
1301150,9787572616099,50
57761188,9787572616099,50
3229771,9787572616099,40
4257713,9787572616099,30
4038045,9787572616099,50
1411110,9787572616099,40
161850476,9787572616099,50
151513323,9787572616099,30
66598168,9787572616099,50
210152614,9787572616099,30
153451548,9787572616099,40
164377115,9787572616099,50
164409734,9787572616099,50
99041393,9787572616099,50
44592603,9787572616099,50
1325971,9787572616099,40
147873382,9787572616099,30
4279224,9787572616099,30
3417559,9787572616099,50
137385243,9787572616099,40
207475030,9787572616099,30
125830487,9787572616099,40
146260881,9787572616099,50
81851928,9787572616099,50
1730198,9787572616099,40
199342501,9787572616099,50
120890389,9787572608582,40
4030417,9787572608582,50
87515225,9787572608582,40
28980134,9787572608582,50
155708892,9787572608582,40
167232208,9787572608582,40
1103298,9787572608582,30
171923998,9787572608582,50
151164406,9787572608582,30
2906423,9787572608582,20
42758454,9787572608582,50
2823580,9787572608582,40
8257883,9787572608582,50
4535707,9787572608582,50
246092219,9787572608582,30
49223785,9787572608582,40
1332044,9787572608582,30
4852496,9787572608582,30
163690904,9787572608582,40
39710348,9787572608582,40
138677179,9787572608582,40
170466160,9787572608582,30
64873090,9787572608582,50
45738527,9787572608582,40
161954510,9787572608582,30
28938854,9787572608582,50
52463045,9787572608582,40
174838104,9787572608582,50
42614286,9787572608582,50
1984696,9787572608582,40
54806478,9787572608582,40
49272962,9787572608582,50
3857014,9787222224933,50
39048441,9787222224933,50
221917812,9787222224933,50
48273445,9787222224933,30
256415486,9787222224933,50
1284027,9787222224933,30
101560136,9787222224933,50
73114891,9787222224933,50
161147127,9787222224933,50
3634520,9787222224933,50
1045573,9787222224933,50
234066356,9787222224933,50
257827831,9787222224933,40
2157633,9787222224933,10
124091634,9787222224933,50
256562007,9787222224933,50
3627289,9787222224933,50
258232547,9787222224933,50
253108158,9787222224933,50
270379026,9787222224933,50
151017536,9787222224933,50
57900280,9787222224933,40
205122022,9787222224933,50
1653522,9787222224933,50
134115002,9787222224933,50
196211394,9787222224933,50
1037284,9787208187078,40
133519688,9787208187078,30
2940474,9787208187078,40
1136353,9787208187078,40
52904971,9787208187078,40
40184574,9787208187078,30
173758519,9787208187078,40
214516155,9787208187078,40
33636384,9787208187078,30
46516340,9787208187078,50
140585973,9787208187078,30
1207875,9787208187078,40
1099016,9787208187078,50
126769986,9787208187078,30
46269579,9787208187078,40
1124652,9787208187078,30
63014910,9787208187078,40
124091634,9787208187078,30
4399300,9787208187078,40
121721257,9787208187078,50
230680870,9787208187078,50
107222278,9787208187078,40
1147451,9787208187078,40
71055335,9787208187078,30
56486663,9787208187078,30
197026046,9787208187078,30
39116926,9787208187078,40
3101554,9787208187078,40
135186255,9787208187078,40
194724304,9787208187078,40
2782476,9787208187078,20
114514716,9787208187078,40
1991702,9787208187078,40
1450659,9787208187078,40
145345246,9787208187078,40
153444250,9787208187078,40
30768966,9787208187078,40
93578499,9787208187078,30
3067628,9787208187078,30
161147127,9787208187078,50
97348904,9787208187078,50
47711767,9787208187078,20
40677494,9787208187078,50
2222845,9787208187078,40
155703172,9787208187078,40
84058931,9787208187078,30
241739807,9787208187078,40
102456163,9787208187078,40
139115742,9787208187078,40
226546539,9787208187078,40
1029954,9787208187078,20
153770921,9787208187078,40
140778356,9787208187078,30
158113074,9787208187078,40
47924060,9787208187078,30
2536847,9787208187078,30
131500342,9787208187078,40
72308755,9787208187078,40
2858957,9787208187078,30
113298743,9787208187078,30
222219486,9787553820385,40
66645706,9787553820385,30
2458096,9787553820385,40
199295198,9787553820385,50
141531558,9787553820385,50
55826755,9787553820385,40
65864493,9787553820385,50
240263330,9787553820385,40
192735143,9787553820385,50
2788149,9787553820385,40
138538321,9787553820385,50
3301137,9787553820385,40
220069972,9787553820385,50
66083811,9787553820385,50
139251595,9787553820385,50
239260543,9787553820385,50
272335125,9787553820385,50
44473060,9787553820385,50
239265822,9787553820385,50
160406663,9787553820385,50
254682065,9787553820385,50
233700506,9787553820385,50
2848972,9787553820385,50
60472350,9787553820385,50
2567717,9787553820385,50
10668053,9787553820385,50
259755640,9787553820385,50
228817790,9787553820385,50
47645517,9787553820385,50
150765267,9787553820385,50
37129491,9787553820385,40
46396634,9787553820385,50
240301791,9787553820385,50
166260597,9787553820385,50
210791924,9787553820385,50
1406182,9787553820385,50
249266978,9787553820385,50
253844692,9787553820385,40
275904031,9787553820385,50
40261878,9787553820385,50
240099260,9787553820385,50
86505188,9787553820385,40
124458949,9787553820385,50
178567038,9787559869012,40
152287241,9787559869012,50
1777692,9787559869012,30
275904031,9787559869012,40
255491277,9787559869012,40
172599084,9787559869012,50
155752101,9787559869012,50
49348929,9787559869012,50
253844692,9787559869012,40
50258580,9787559869012,50
56570327,9787559869012,50
202848549,9787559869012,50
3050424,9787559869012,40
36318396,9787559869012,40
101560136,9787559869012,40
115196992,9787559869012,40
51221372,9787559869012,40
197026046,9787559869012,40
178565807,9787559869012,20
2860322,9787559869012,50
177470954,9787559869012,40
191198532,9787559869012,50
2156065,9787559869012,30
262529959,9787559869012,40
169948214,9787559869012,40
4915924,9787559869012,50
247487271,9787559869012,40
92444536,9787559869012,40
170729084,9787559869012,40
72888029,9787559869012,40
238759920,9787559869012,40
174871354,9787559869012,40
3627289,9787559869012,30
60051635,9787559869012,40
211139318,9787559869012,40
161147127,9787559869012,50
163492880,9787559869012,40
209643241,9787559869012,40
51686878,9787559869012,50
174496644,9787559869012,40
259755640,9787559869012,50
197047294,9787559869012,50
1355591,9787559869012,50
38081185,9787301204351,50
45500884,9787301204351,50
72485071,9787301204351,40
100466589,9787301204351,50
9090715,9787301204351,50
57500989,9787301204351,50
52692918,9787301204351,50
143672386,9787301204351,50
4709060,9787301204351,50
2359622,9787301204351,40
92150695,9787301204351,50
27790390,9787301204351,50
97290840,9787301204351,50
155962055,9787301204351,40
35025384,9787301204351,40
176145027,9787301204351,50
2383288,9787301204351,30
164129297,9787301204351,50
81052968,9787301204351,40
135452166,9787301204351,20
148248366,9787301204351,40
36876943,9787301204351,50
46396634,9787301204351,50
216148566,9787301204351,50
57160018,9787301204351,30
142256128,9787301204351,50
39726303,9787301204351,50
173817326,9787301204351,50
65642994,9787301204351,50
87760939,9787801656087,30
138191854,9787801656087,50
156632666,9787801656087,50
94572950,9787801656087,40
133803540,9787801656087,50
180762891,9787801656087,50
46553943,9787801656087,50
161335886,9787801656087,40
64139263,9787801656087,50
173770478,9787801656087,50
251294836,9787801656087,50
2961406,9787801656087,50
68335526,9787801656087,40
214636118,9787801656087,50
8858359,9787801656087,50
67200006,9787801656087,50
2266969,9787542643216,40
48603440,9787542643216,50
125512305,9787542643216,40
190516351,9787542643216,50
164646060,9787542643216,50
43729297,9787542643216,50
1869948,9787542643216,40
2244711,9787542643216,50
43521478,9787542643216,30
58045766,9787542643216,40
102752144,9787542643216,50
47024160,9787542643216,50
167828439,9787542643216,50
148735029,9787542643216,50
58443583,9787542643216,50
140866400,9787542643216,50
68540644,9787542643216,40
200125346,9787542643216,50
136295051,9787542643216,40
150596076,9787542643216,50
160616394,9787542643216,50
198111209,9787542643216,30
1418385,9787108009821,40
83251467,9787108009821,30
4272708,9787108009821,50
129112347,9787108009821,50
115370480,9787108009821,50
162921408,9787108009821,40
159841503,9787108009821,30
48308199,9787108009821,50
4261340,9787108009821,50
54572554,9787108009821,40
47079392,9787108009821,50
3497572,9787108009821,40
2752669,9787108009821,50
59635625,9787108009821,50
170834900,9787108009821,30
47402045,9787108009821,50
158619698,9787108009821,40
76839451,9787108009821,40
150028667,9787108009821,50
56926782,9787108009821,50
149216015,9787108009821,50
50569932,9787108009821,40
159018830,9787108009821,50
30731475,9787108009821,50
153242133,9787108009821,50
3538572,9787108009821,40
62586267,9787108009821,50
241832869,9787108009821,40
264824304,9787108009821,50
27561469,9787540488475,40
52901958,9787540488475,50
59649901,9787540488475,50
4051137,9787540488475,40
166709193,9787540488475,50
133871166,9787540488475,50
192318185,9787540488475,50
5675912,9787540488475,50
139668966,9787540488475,50
47458734,9787540488475,50
146104953,9787540488475,50
53412564,9787540488475,50
47734050,9787540488475,40
115793488,9787540488475,40
125437230,9787540488475,40
68171371,9787540488475,50
56956077,9787540488475,40
3524581,9787540488475,50
1176160,9787540488475,50
78790557,9787540488475,50
42355569,9787540488475,40
57227721,9787540488475,40
192063838,9787540488475,50
2180542,9787540488475,50
1003472,9787540488475,30
2777850,9787540488475,40
2002751,9787540488475,40
125370183,9787545566062,50
120187432,9787545566062,40
64171838,9787545566062,40
1440903,9787545566062,30
183223186,9787545566062,40
159896248,9787545566062,50
88240952,9787545566062,20
2968022,9787545566062,50
145498639,9787545566062,40
173817326,9787545566062,40
140115055,9787545566062,40
1613448,9787545566062,40
48742705,9787545566062,40
1004908,9787545566062,40
41168593,9787545566062,40
1075651,9787545566062,40
48590623,9787545566062,40
91861360,9787545566062,40
206291086,9787545566062,50
152212261,9787545566062,50
4561720,9787545566062,50
3931478,9787545566062,40
63115912,9787545566062,40
60550125,9787545566062,40
51156170,9787545566062,50
63829316,9787545566062,40
1170224,9787545566062,40
69999971,9787545566062,40
83885200,9787545566062,40
152061729,9787545566062,50
74342889,9787545566062,50
51894701,9787545566062,40
53126862,9787545566062,50
273619044,9787545566062,30
48340177,9787545566062,40
36250262,9787545566062,40
2130962,9787545566062,40
1187356,9787100234245,50
5951722,9787100234245,40
4652123,9787100234245,50
190374936,9787100234245,50
1222325,9787100234245,40
76317126,9787100234245,50
181096809,9787100234245,50
3497572,9787100234245,50
80918654,9787100234245,50
2120065,9787100234245,40
113298743,9787100234245,50
68724331,9787100234245,50
3627289,9787100234245,50
60775722,9787100234245,50
197653731,9787100234245,50
134050241,9787100234245,50
102623235,9787100234245,50
46481551,9787100234245,50
47738965,9787100234245,50
69174779,9787100234245,50
2399942,9787100234245,50
72888029,9787100234245,50
179697496,9787100234245,40
191198532,9787100234245,50
2577734,9787100234245,50
161147127,9787100234245,50
51686878,9787100234245,50
155703172,9787100234245,50
162395934,9787100234245,50
1877382,9787100234245,50
1818238,9787100234245,40
210080236,9787100234245,50
61774653,9787100234245,50
156351372,9787100234245,50
41375338,9787100234245,50
1961170,9787100234245,40
50094519,9787100234245,50
1983358,9787100234245,50
187266648,9787108075369,50
257296876,9787108075369,50
170840646,9787108075369,40
80199247,9787108075369,40
3644538,9787108075369,50
168757140,9787108075369,50
1019694,9787108075369,50
256415486,9787108075369,50
161335886,9787108075369,40
181532671,9787108075369,50
140345244,9787108075369,50
1204085,9787108075369,50
172771750,9787108075369,40
71463174,9787108075369,30
133677980,9787108075369,50
1819973,9787108075369,40
207213206,9787108075369,30
137063847,9787108075369,40
263470740,9787108075369,40
183816493,9787108075369,30
134871709,9787108075369,40
9499855,9787108075369,50
48939449,9787108075369,50
151086469,9787108075369,30
175517073,9787108075369,50
220320626,9787108075369,30
1399116,9787108075369,50
54703213,9787108075369,30
151950813,9787108075369,50
256779434,9787108075369,40
57431405,9787108075369,50
6797539,9787108075369,50
165289252,9787108075369,40
1239443,9787108075369,50
219457297,9787108075369,40
1928576,9787108075369,50
46493791,9787108075369,50
56927848,9787108075369,40
2329896,9787108075369,40
132042024,9787108075369,50
1284027,9787108075369,10
154821597,9787108075369,50
4187023,9787108075369,40
51104504,9787108075369,40
249829306,9787108075369,50
128061443,9787108075369,40
199190645,9787108075369,40
62957094,9787108075369,40
2669804,9787108075369,40
83816900,9787108075369,30
77643763,9787108075369,50
257827831,9787108075369,40
176482334,9787108075369,50
180644622,9787108075369,50
231689680,9787108075369,10
202520117,9787108075369,50
58093319,9787108075369,40
2120605,9787108075369,50
200165652,9787108075369,50
136745686,9787108075369,40
1186720,9787108075369,50
149484284,9787108075369,50
98292672,9787108075369,40
148891174,9787108075369,50
68589170,9787108050656,50
195537151,9787108050656,50
164395709,9787108050656,40
48588948,9787108050656,40
60886329,9787108050656,50
47176205,9787108050656,50
136258549,9787108050656,50
190137533,9787108050656,50
166009708,9787108050656,50
174482650,9787108050656,50
238535191,9787108050656,40
31733031,9787108050656,30
77199689,9787108050656,50
4297200,9787108050656,50
70836424,9787108050656,40
68112666,9787108050656,50
60095935,9787108050656,40
48164877,9787108050656,50
67823983,9787108050656,50
65777504,9787108050656,50
132302971,9787108050656,50
229758898,9787108050656,50
28826749,9787108050656,50
2576465,9787108050656,50
47083532,9787108050656,50
162801100,9787108050656,50
65671289,9787108050656,40
136792631,9787108050656,40
47534637,9787108050656,50
51241738,9787108050656,50
142673990,9787108050656,50
68396399,9787108050656,50
66083811,9787108050656,50
269883943,9787108050656,50
72767877,9787509763247,50
121755822,9787509763247,50
41829568,9787509763247,50
1413421,9787509763247,50
63393478,9787509763247,50
230291174,9787509763247,50
64976438,9787509763247,40
38779740,9787509763247,40
1183545,9787509763247,50
89960590,9787509763247,50
167978105,9787509763247,50
165924169,9787509763247,50
45500884,9787509763247,50
172244217,9787509763247,40
3101636,9787509763247,40
213306433,9787509763247,50
52861697,9787509763247,50
67148832,9787509763247,50
69045970,9787509763247,50
3513485,9787509763247,50
195181207,9787509763247,50
15703686,9787509763247,50
164176144,9787509763247,50
3115719,9787509763247,50
2494234,9787509763247,40
199152644,9787509763247,50
226315223,9787509763247,40
126093645,9787509763247,50
105925237,9787509763247,50
71255671,9787509763247,50
153080614,9787509763247,50
37737722,9787509763247,50
201171581,9787509763247,40
152008606,9787509763247,50
56571057,9787509763247,40
1756440,9787101164367,40
150136875,9787101164367,50
197047294,9787101164367,50
33330554,9787101164367,40
223012430,9787101164367,50
55652532,9787101164367,40
200038863,9787101164367,50
57058976,9787101164367,50
148190907,9787101164367,50
1110664,9787101164367,50
205362867,9787101164367,40
1639209,9787101164367,40
115196992,9787101164367,50
60545522,9787101164367,50
156787146,9787101164367,50
2860322,9787101164367,50
135543171,9787101164367,50
104757717,9787101164367,50
141425118,9787101164367,30
143233268,9787101164367,50
260356257,9787101164367,50
71892101,9787101164367,50
3367712,9787101164367,50
158427100,9787101164367,50
47631056,9787101164367,40
120577026,9787101164367,50
183507184,9787101164367,40
16449347,9787101164367,50
163878409,9787101164367,40
2206771,9787101164367,50
245985527,9787101164367,50
135186255,9787101164367,40
2668088,9787101164367,50
201481344,9787101164367,50
1136353,9787101164367,50
49774069,9787101164367,50
216667451,9787101164367,50
190920121,9787101164367,40
124573895,9787101164367,50
238531516,9787101164367,40
63227444,9787101164367,50
253806208,9787101164367,40
4352707,9787101164367,40
194037913,9787101164367,50
150253592,9787218166117,50
2458096,9787218166117,30
125747563,9787218166117,40
1166692,9787218166117,40
2860322,9787218166117,50
3627289,9787218166117,30
191198532,9787218166117,30
210080236,9787218166117,40
57783734,9787218166117,40
28165185,9787218166117,50
154821597,9787218166117,50
172526494,9787218166117,50
173758519,9787218166117,30
161147127,9787218166117,50
1016866,9787218166117,40
141710847,9787218166117,10
190920121,9787218166117,40
47631056,9787218166117,40
1329593,9787218166117,40
2126832,9787218166117,40
2216986,9787218166117,30
143590019,9787218166117,50
208707422,9787218166117,50
2065435,9787218166117,50
44473060,9787218166117,50
224460618,9787218166117,40
154042357,9787218166117,50
101560136,9787218166117,40
196233146,9787218166117,30
58222498,9787218166117,40
240301791,9787218166117,50
40927087,9787218166117,50
33560621,9787218166117,50
137204656,9787218166117,50
137350687,9787218166117,40
73131734,9787221182920,50
1786966,9787221182920,30
47088514,9787221182920,40
139938343,9787221182920,40
237715944,9787221182920,40
76317126,9787221182920,50
152072138,9787221182920,40
1359866,9787221182920,30
167437759,9787221182920,30
247487271,9787221182920,40
2668088,9787221182920,30
4625504,9787221182920,40
146806696,9787221182920,30
59826641,9787221182920,50
253108158,9787221182920,30
216667451,9787221182920,50
104757717,9787221182920,40
36335433,9787221182920,40
3903699,9787221182920,40
174825199,9787221182920,30
252142188,9787221182920,50
276146247,9787221182920,40
62513788,9787221182920,40
172526494,9787221182920,40
86505188,9787221182920,40
30666517,9787221182920,50
2603819,9787221182920,40
60404237,9787221182920,40
1306221,9787221182920,40
2628045,9787221182920,40
2019748,9787221182920,40
161011093,9787221182920,40
47631056,9787221182920,40
3627289,9787221182920,40
209435029,9787221182920,40
190920121,9787221182920,30
1741444,9787221182920,50
144887753,9787221182920,50
54297349,9787221182920,40
48319207,9787221182920,40
60106921,9787221182920,40
2860322,9787221182920,40
216387767,9787229167127,30
37830824,9787229167127,50
42127963,9787229167127,40
2984045,9787229167127,40
49949413,9787229167127,50
137050697,9787229167127,40
191853093,9787229167127,40
57475766,9787229167127,40
127478389,9787229167127,40
1768329,9787229167127,40
2432492,9787229167127,40
49934050,9787229167127,40
1425058,9787229167127,40
2347992,9787229167127,50
3280495,9787229167127,40
164604461,9787229167127,30
2884120,9787229167127,30
43029250,9787229167127,40
51360602,9787229167127,40
48812023,9787229167127,40
14302023,9787229167127,40
65792723,9787229167127,40
46351623,9787229167127,50
66844934,9787229167127,50
55403526,9787229167127,40
1617494,9787229167127,30
230657120,9787229167127,50
46933063,9787229167127,30
54475520,9787229167127,40
122984435,9787229167127,30
119833445,9787229167127,40
1902031,9787229167127,40
62606700,9787229167127,20
4150687,9787229167127,40
189038003,9787229167127,50
1659939,9787229167127,40
224090861,9787108015280,50
216821601,9787108015280,50
3677597,9787108015280,30
50398302,9787108015280,50
190090574,9787108015280,40
2693233,9787108015280,40
19157306,9787108015280,50
3561841,9787108015280,50
61754139,9787108015280,40
50213879,9787108015280,40
149939758,9787108015280,50
155962055,9787108015280,30
170909793,9787108015280,50
152063458,9787108015280,50
221304529,9787108015280,40
51469521,9787108015280,30
125992240,9787108015280,50
177734925,9787108015280,50
27561469,9787108015280,40
1744082,9787108015280,40
173952981,9787536079113,50
142121293,9787536079113,50
252041994,9787536079113,50
53599542,9787536079113,50
162583955,9787536079113,50
65121695,9787536079113,50
48425215,9787536079113,30
1083626,9787536079113,40
106327005,9787536079113,50
189038003,9787536079113,50
184318973,9787536079113,50
83503437,9787536079113,50
134044012,9787536079113,50
133471157,9787536079113,40
154311124,9787536079113,50
213670112,9787536079113,50
50612909,9787536079113,50
159655075,9787536079113,40
3267811,9787536079113,50
4217802,9787536079113,50
1029752,9787536079113,50
64544029,9787536079113,50
4584253,9787536079113,50
44185112,9787536079113,50
54522180,9787536079113,50
1284902,9787536079113,50
181048694,9787536079113,50
43353706,9787536079113,50
138724776,9787559864253,40
161353974,9787559864253,40
190534968,9787559864253,50
151979574,9787559864253,50
172526494,9787559864253,50
139736965,9787559864253,50
156470714,9787559864253,50
186221561,9787559864253,50
64328029,9787559864253,30
51588181,9787559864253,50
2860322,9787559864253,50
57372634,9787559864253,50
177853316,9787559864253,50
104757717,9787559864253,50
130317039,9787559864253,50
2083052,9787559864253,40
135186255,9787559864253,40
72888029,9787559864253,50
162043028,9787559864253,50
172590933,9787559864253,50
247487271,9787559864253,50
187041151,9787559864253,50
55577108,9787559864253,50
2516247,9787559864253,50
159774172,9787559864253,50
152142084,9787559864253,50
253108158,9787559864253,50
166168890,9787559864253,50
268802318,9787559864253,50
69683860,9787559864253,50
4164078,9787559864253,30
86954634,9787559864253,50
265885881,9787208172036,50
120187432,9787208172036,50
26524730,9787208172036,50
1077129,9787208172036,50
2336511,9787208172036,40
39081665,9787208172036,50
1342903,9787208172036,50
50864883,9787208172036,40
44310198,9787208172036,50
12744553,9787208172036,50
